Student ID,Gender,Religion,Branch,Div-1,Div-2,Div-3,Roll-1,Roll-2,Roll-3,Mentor-1,Mentor-2,Mentor-3,Math-1 Theory,Physics Theory,Physics Practical,Java-1 Theory,Java-1 Practical,Software Engineering Theory,Software Engineering Practical,Environmental Science Theory,IOT Workshop Practical,Computer Workshop Practical,Math-2 Theory,Data Structures using Java Theory,Data Structures using Java Practical,DBMS Theory,DBMS Practical,Fundamental of Electronics and Electrical Theory,Fundamental of Electronics and Electrical Practical,Java-2 Theory,Java-2 Practical,Math-1 Attendance,Physics Attendance,Java-1 Attendance,Software Engineering Attendance,Environmental Science Attendance,IOT Workshop Attendance,Math-2 Attendance,Data Structures using Java Attendance,DBMS Attendance,Fundamental of Electronics and Electrical Attendance,Java-2 Attendance,Math-3 Theory,DE Theory,DE Practical,FSD Theory,FSD Practical,Python Theory,Python Practical,Communication Theory,Law Theory
519,M,Hindu,CEA,A6,A6,B6,175,153,187,YRP,ARY,VBY,35,49,81,32,83,49,85,71,65,75,50,64,63,55,47,54,43,48,60,96.43,89.06,90,92.11,78.57,100,100,100,100,95.65,93.22,34,49,61,47,70,44,68,75,44
520,M,Hindu,CEA,A5,A3,B5,147,66,174,HPP,IRS,PDO,59,46,74,56,84,70,72,60,70,87,50,49,65,57,60,52,68,62,68,82.56,76.56,87.25,78.95,70,100,76.92,87.3,71.64,76.47,94.64,62,61,67,88,78,67,70,86,56
521,M,Hindu,CEA,A4,A1,B2,114,27,65,SJG,ARY,TAT,65,77,56,55,96,69,70,71,87,78,62,65,95,85,89,76,71,81,95,94.32,91.3,95.6,81.58,85.71,100,90.32,91.53,86.15,92.31,89.06,75,85,81,90,84,78,91,88,55
522,M,Hindu,CEA,A5,A4,B6,139,113,208,YRP,YRP,HRJ,41,48,79,44,75,65,71,65,73,81,40,48,64,56,44,50,61,52,60,97.67,100,100,100,100,100,98.46,96.92,100,98,100,40,54,73,65,50,58,78,73,50
523,M,Hindu,CEA,A6,A5,B5,162,129,175,SJG,DAS,TAT,50,44,46,48,75,47,69,73,84,78,51,52,64,73,64,50,84,57,76,84.52,79.69,84,86.84,85.71,100,91.38,88.52,75.38,86.89,94.74,59,78,85,77,79,74,51,82,52
524,M,Hindu,RAI,B12,B5,C2,361,137,54,BPD,VVV,ZKG,60,66,82,56,69,75,74,83,49,77,62,60,85,78,78,66,97,63,76,80.46,82.61,86.21,73.68,68.75,100,76.19,77.61,88.89,80,80.95,70,59,82,69,48,70,75,73,56
525,M,Hindu,RAI,B13,B12,C6,391,351,170,IAM,CVM,SPP,30,38,80,44,65,56,84,81,77,62,37,35,5,47,16,34,58,47,12,98.84,98.39,100,97.56,100,100,94.03,91.94,93.44,97.96,93.94,32,39,82,58,50,53,65,49,42
526,M,Muslim,RAI,B13,B5,C1,380,146,24,BPD,SVC,SDS,67,58,56,58,78,73,76,88,50,67,62,74,84,79,83,79,93,74,87,97.67,100,93.81,92.68,92.86,100,98.41,100,100,96,98.41,81,89,88,94,83,85,93,84,47
527,M,Muslim,RAI,B13,B13,C6,386,364,174,NRM,DBP,BAP,44,36,56,36,61,42,80,56,75,72,36,45,46,34,47,35,54,40,53,81.4,80.65,81.44,85.37,92.86,100,81.67,80.33,72.46,79.25,78.69,38,40,73,46,48,54,62,68,45
528,M,Hindu,RAI,B13,B13,C6,363,387,185,JJS,MCD,JDP,28,31,49,28,51,31,66,62,47,57,21,30,43,30,35,32,38,35,42,93.02,91.94,100,92.68,92.86,100,100,100,100,100,100,20,30,74,20,28,32,36,43,58
529,M,Hindu,RAI,B13,B13,C6,387,372,180,ANR,MCD,ASP,36,37,55,29,64,46,84,53,96,62,32,44,62,28,42,37,54,35,62,97.67,93.55,93.81,92.68,85.71,100,98.33,100,100,96.23,96.72,29,35,72,44,38,55,49,69,30
530,M,Hindu,RAI,B12,B13,C6,349,361,168,ANR,JAZ,SDS,24,47,65,36,66,57,72,73,74,69,37,49,45,46,36,51,76,43,47,74.71,89.86,80.46,84.21,81.25,100,73.33,95.08,94.2,88.68,80.33,53,36,67,51,43,59,49,70,50
531,M,Hindu,RAI,B13,B11,C4,367,319,128,NRM,DBP,JDP,57,40,45,53,60,40,80,70,49,62,32,61,76,74,66,57,35,57,71,74.42,79.03,90.72,63.41,71.43,100,57.38,75,81.94,70,88.71,42,53,74,79,71,70,96,64,37
532,M,Hindu,RAI,B13,B13,C6,393,381,183,VHP,CVM,SYD,19,32,70,29,71,49,87,46,71,69,25,45,46,40,35,34,47,38,49,77.91,79.03,75.26,70.73,85.71,100,65,72.13,78.26,66.04,68.85,29,25,75,41,45,45,57,67,35
533,M,Hindu,RAI,B13,B10,C5,385,276,145,HDS,CVM,BAP,40,54,84,39,65,73,77,88,94,78,39,47,56,63,59,38,72,41,62,93.02,83.87,81.44,87.8,92.86,100,91.94,88.33,91.67,85.71,88.06,45,51,73,66,77,63,69,85,76
534,M,Muslim,RAI,B13,B13,C6,374,371,176,VHP,SVC,SDS,35,34,72,37,49,43,74,67,74,65,37,35,35,39,34,46,62,48,51,76.74,56.45,74.23,68.29,92.86,100,51.67,68.85,66.67,73.58,50.82,33,36,77,43,44,48,50,57,30
535,M,Hindu,RAI,B10,B11,C5,276,318,141,DRS,DPB,BNS,52,52,77,38,63,48,80,61,77,80,57,48,58,44,54,61,73,40,68,95.51,96.77,96.04,97.3,90.91,100,96.72,96.67,100,92,98.39,55,55,66,56,76,58,78,77,44
536,M,Hindu,CSE,B7,B1,B1,182,12,16,IAM,MCD,TAT,76,88,97,71,94,91,57,70,84,73,88,76,92,87,91,82,74,76,94,95.65,98.36,96.88,97.3,92.86,100,94.12,95.16,91.8,96.23,95.16,92,89,95,93,87,96,83,94,51
537,M,Hindu,CSE,B1,B12,B7,1,354,226,BPD,ADB,TAT,37,54,78,38,72,38,85,73,78,90,31,38,43,56,56,45,48,42,48,91.01,91.07,88.79,82.86,69.23,100,88.06,93.55,88.52,89.8,89.39,39,47,69,74,54,77,81,78,36
538,M,Christian,CSE,B5,B4,B3,135,113,89,JPM,RRT,VBY,66,72,92,70,90,70,77,83,76,87,50,70,61,69,70,76,89,68,61,96.51,95.08,100,97.14,93.33,100,93.55,83.33,92.54,96.3,84.13,67,76,78,87,55,78,87,86,58
539,F,Hindu,CSE,B3,B7,B4,68,204,117,DRS,ADB,PSP,71,58,83,40,80,66,66,74,72,72,63,72,87,65,80,62,66,55,98,96.47,96.77,91.75,92.68,73.33,100,86.57,85.48,87.5,82.14,78.95,80,82,85,83,84,77,87,85,62
540,F,Hindu,CSE,B1,B5,B3,15,130,95,DAS,PBS,MSS,80,57,79,60,79,61,76,73,81,84,70,65,83,65,88,77,92,59,76,97.75,89.29,94.39,97.14,100,100,92.06,92.54,98.41,88,95.24,85,83,76,81,76,70,79,75,48
541,M,Hindu,CSE,B5,B3,B2,127,85,59,HSP,PBS,MSS,70,80,77,50,92,82,73,86,87,85,69,75,89,79,88,80,94,63,83,86.05,95.08,96.12,97.14,100,100,91.94,89.71,91.67,90.2,96.92,62,77,95,82,85,79,82,94,47
542,M,Hindu,CSE,B5,B5,B5,126,131,176,IAM,SVC,VHA,64,67,71,64,91,63,73,82,92,98,37,45,95,55,95,56,95,69,91,82.56,90.16,92.23,91.43,93.33,100,80.95,77.61,84.13,92,82.54,61,56,83,89,72,87,92,88,77
543,M,Hindu,CSE,B2,B2,B1,58,53,33,BPD,RRT,PSP,87,74,85,54,79,84,74,77,89,78,94,72,83,87,86,78,73,62,84,89.77,91.8,86.87,89.19,93.33,100,86.89,93.65,85.71,94.34,86.36,93,86,89,87,76,77,80,76,63
544,M,Hindu,CSE,B6,B3,B2,175,79,67,PAT,DBP,PDO,68,76,82,66,79,76,75,74,80,82,74,68,95,70,94,69,96,80,96,94.38,98.46,97.96,94.59,100,100,100,98.53,96.67,96.08,98.46,80,74,91,89,83,79,88,78,55
545,F,Hindu,CSE,B2,B1,B1,35,15,24,PKS,HPP,HRJ,81,86,81,65,84,89,83,84,92,81,84,80,89,79,94,88,81,71,93,93.18,93.44,94.95,94.59,100,100,92.65,91.94,90.16,100,95.16,86,87,88,93,61,82,83,89,68
546,M,Hindu,CSE,B13,B13,B7,375,370,236,DAS,PBS,TAT,33,38,68,35,73,44,75,78,47,73,27,35,35,46,39,36,58,35,32,80.23,90.32,85.57,70.73,78.57,100,76.67,73.77,75.36,71.7,78.69,33,35,63,49,52,44,64,42,42
547,M,Hindu,CSE,B4,B12,B7,104,333,227,VVK,DPB,VBY,45,48,82,29,62,58,94,71,68,79,43,45,61,34,52,40,75,44,78,93.83,92.54,96.94,97.44,100,100,89.55,88.71,80.33,79.59,81.82,37,56,64,52,60,53,63,50,50
548,F,Hindu,CSE,B5,B1,B1,140,3,10,NRM,DPB,PDO,83,84,91,75,94,90,84,88,92,90,81,80,91,89,93,77,88,79,91,93.02,96.72,98.06,97.14,93.33,100,86.76,83.87,83.61,86.79,83.87,90,68,94,94,86,88,97,90,66
549,F,Hindu,CSE,B6,B7,B3,176,181,101,HDS,JAZ,PDO,59,66,86,53,80,67,69,80,74,79,64,67,87,73,87,74,60,60,84,89.89,93.85,95.92,89.19,100,100,91.04,91.94,87.5,87.5,89.47,69,74,78,82,78,70,80,83,73
550,M,Hindu,CSE,B7,B3,B2,197,66,55,ANR,CVM,TAT,71,77,85,69,88,75,64,73,84,77,60,74,83,81,83,76,87,77,82,95.65,93.44,100,100,100,100,95.16,95.59,93.33,94.12,90.77,77,78,90,90,76,93,79,91,53
551,M,Hindu,CSE,B1,B7,B3,26,189,100,NRM,ADB,DPS,67,69,73,44,54,61,51,73,69,74,79,70,78,66,68,79,78,55,79,97.75,94.64,90.65,97.14,100,100,92.54,95.16,96.88,96.43,100,78,77,79,83,74,79,86,61,57
552,M,Hindu,CSE,B2,B5,B5,36,150,148,PJJ,HPP,PDO,54,61,86,64,80,74,81,62,65,62,42,50,90,76,89,57,95,73,95,81.82,81.97,81.82,83.78,80,100,79.37,89.55,79.37,84,74.6,59,52,82,90,100,88,95,80,37
553,F,Hindu,CSE,B7,B7,B5,204,183,153,DAS,DPB,MSS,71,58,86,61,88,54,57,41,69,66,67,48,91,55,76,78,75,52,83,94.57,93.44,93.75,94.59,92.86,100,88.06,77.42,90.63,94.64,73.68,33,49,16,43,20,68,24,58,34
554,M,Hindu,CSE,B6,B13,B6,165,362,205,HSP,VVV,DDP,42,44,80,37,67,39,65,68,77,83,49,51,53,57,48,47,40,55,65,91.01,92.31,90.82,91.89,100,100,96.67,90.16,89.86,96.23,95.08,63,41,64,76,76,64,85,79,44
555,M,Hindu,CSE,B2,B1,B1,33,24,29,VHP,ADB,VHA,82,84,88,66,79,84,78,83,82,77,83,74,82,79,76,83,79,75,84,97.73,100,100,100,100,100,100,100,100,100,100,95,81,81,90,74,94,96,83,46
556,M,Hindu,CSE,B2,B3,B2,42,87,48,DJU,MCD,VHA,65,72,84,62,80,81,68,86,92,72,76,81,91,78,87,79,89,68,90,94.32,93.44,96.97,100,100,100,100,97.06,95,84.31,96.92,82,79,75,90,83,83,87,82,58
557,M,Hindu,CSE,B7,B8,B4,201,237,136,IAM,MCD,PSP,53,56,78,50,84,64,60,65,85,82,57,66,87,70,81,52,83,59,84,94.57,95.08,95.83,94.59,100,100,100,98.41,96.92,100,93.65,68,69,80,75,80,74,86,73,47
558,M,Hindu,CSE,B5,B1,B1,128,8,1,VHP,RRT,DDP,81,96,83,68,94,83,84,84,78,100,93,89,87,92,87,94,94,78,81,100,100,100,97.14,93.33,100,100,100,100,100,100,96,97,93,95,78,91,90,95,82
559,M,Hindu,CSE,B4,B9,B6,106,257,186,DRS,VVV,VHA,52,61,71,35,69,64,87,65,71,80,54,57,66,54,61,55,44,46,71,87.65,82.09,88.78,87.18,80,100,81.25,93.44,94.12,86.21,82.86,54,70,61,62,72,68,86,80,32
560,M,Hindu,CSE,B2,B1,B1,52,25,20,VHP,PBS,MSS,82,85,86,75,79,74,80,68,83,71,82,76,77,84,79,90,60,81,72,97.73,100,100,100,86.67,100,97.06,96.77,100,100,100,92,92,84,93,58,98,80,89,52
561,M,Hindu,CSE,B7,B6,B5,181,179,173,DRS,HRS,DPS,60,66,90,51,82,68,56,68,74,75,62,63,71,48,70,53,80,39,71,88.04,90.16,89.58,83.78,78.57,100,75,83.08,91.38,83.08,74.24,61,56,84,74,67,57,58,78,40
562,F,Hindu,CSE,B3,B1,B2,86,17,63,IJT,VVV,VBY,79,88,76,72,91,82,72,91,80,76,66,68,78,80,80,80,84,65,81,100,100,100,100,100,100,100,100,100,100,100,69,63,89,80,90,80,81,85,52
563,M,Hindu,CSE,B7,B3,B2,207,64,40,PVS,DBP,DDP,68,85,95,56,81,84,73,85,83,89,76,73,72,86,83,78,90,74,75,94.57,91.8,93.75,91.89,85.71,100,90.32,88.24,86.67,96.08,81.54,87,95,89,95,83,87,79,89,70
564,M,Muslim,CSE,B3,B4,B3,84,110,82,ANR,ARP,DPS,66,70,72,61,80,68,64,84,76,72,62,63,85,85,89,72,92,70,89,85.88,91.94,83.51,85.37,73.33,100,75.81,88.33,77.61,75.93,84.13,67,78,79,87,53,83,69,86,63
565,M,Hindu,CSE,B1,B2,B2,8,48,60,ANR,DPB,PSP,86,73,87,76,92,67,81,73,90,96,67,59,91,81,89,76,75,75,94,89.89,83.93,85.98,80,92.31,100,72.13,87.3,80.95,79.25,75.76,67,65,83,87,93,88,90,73,71
566,M,Hindu,CSE,B5,B7,B5,144,187,149,DRS,MDT,PSP,59,66,73,45,90,71,68,83,88,67,45,59,85,70,75,68,76,52,91,91.86,91.8,95.15,85.71,86.67,100,86.57,83.87,79.69,85.71,89.47,63,73,76,76,71,74,71,83,76
567,M,Hindu,CSE,B7,B9,B7,184,252,220,VHP,MCD,PSP,46,56,92,63,94,50,59,61,72,86,37,46,67,47,55,41,50,43,68,84.78,83.61,82.29,81.08,78.57,100,76.56,75.41,74.51,72.41,74.29,44,37,82,50,70,49,103,61,48
568,M,Hindu,CSE,B4,B2,B2,109,37,38,VHP,MDT,NAS,81,81,89,71,78,76,69,82,89,90,74,74,87,85,89,81,83,70,91,90.12,95.52,98.98,92.31,93.33,100,73.77,79.37,77.78,73.58,80.3,81,85,75,95,92,91,93,88,71
569,M,Hindu,CSE,B1,B5,B5,10,148,152,IJT,MMP,NAS,64,65,75,59,46,66,49,81,74,75,53,57,80,64,86,59,92,63,67,97.75,92.86,97.2,100,100,100,95.24,97.01,98.41,96,92.06,67,61,79,74,72,74,43,73,49
570,F,Hindu,CSE,B6,B10,B5,171,299,172,BPD,HRS,VBY,59,55,84,40,77,41,69,58,85,71,64,58,46,55,59,70,69,41,48,88.76,89.23,91.84,89.19,90.91,100,100,93.33,96.67,92.86,94.03,62,73,91,77,73,63,62,71,42
571,M,Sikh,CSE,B5,B2,B2,143,40,51,IJT,PBS,NAS,78,77,94,72,94,80,77,83,76,93,72,71,79,79,81,69,77,73,79,75.58,80.33,84.47,71.43,60,100,68.85,90.48,74.6,71.7,75.76,63,76,67,91,88,87,85,85,51
572,F,Hindu,CSE,B3,B1,B1,85,14,12,VVK,HRS,VBY,76,93,78,64,80,88,70,91,74,85,91,82,78,85,94,90,82,73,89,97.65,100,96.91,97.56,86.67,100,95.59,95.16,78.69,83.02,75.81,93,91,87,94,82,90,87,92,95
573,M,Hindu,CSE,B7,B4,B4,196,98,118,NRM,RRT,VHA,49,82,94,61,89,80,77,85,89,80,44,59,73,71,74,77,93,67,86,89.13,86.89,91.67,86.49,92.86,100,80.65,90,76.12,85.19,84.13,73,65,82,77,82,72,86,87,39
574,F,Hindu,CSE,B2,B1,B1,41,21,6,JJS,CVM,PSP,81,84,89,68,85,86,92,83,87,83,92,79,90,88,92,90,78,76,92,89.77,90.16,86.87,81.08,93.33,100,94.12,93.55,88.52,88.68,90.32,83,74,84,79,82,84,89,83,65
575,M,Hindu,CSE,B12,B1,B1,341,10,9,DJU,PBS,VHA,77,87,79,72,77,91,87,96,72,88,82,80,90,90,88,79,72,88,91,100,100,100,100,100,100,98.53,100,100,100,98.39,89,78,88,97,80,95,87,93,60
576,F,Hindu,CSE,B2,B2,B1,48,31,27,IJT,JAZ,NAS,80,85,84,64,75,83,86,86,87,83,85,75,87,84,84,80,87,73,92,86.36,90.16,93.94,86.49,93.33,100,78.69,90.48,84.13,83.02,83.33,83,86,90,91,73,84,80,86,64
577,M,Hindu,CSE,B3,B11,B6,73,314,197,PKS,HRS,VBY,54,46,73,42,73,47,68,64,74,77,56,48,52,57,58,70,70,46,50,76.47,72.58,81.44,78.05,60,100,70.49,83.33,75,84,80.65,57,63,81,60,75,56,62,79,52
578,M,Hindu,CSE,B6,B11,B7,162,328,217,IJT,MMP,NAS,46,50,83,40,76,47,74,74,83,81,38,49,56,49,42,48,74,44,57,79.78,89.23,85.71,83.78,81.82,100,72.13,86.67,72.22,82,82.26,54,55,77,76,61,61,84,66,46
579,F,Hindu,CSE,B6,B7,B4,167,195,144,PKS,HPP,DDP,74,66,83,50,78,48,84,63,83,89,65,58,88,65,93,68,64,38,93,94.38,95.38,91.84,94.59,100,100,88.06,91.94,93.75,91.07,100,76,72,76,79,79,69,85,78,64
580,M,Hindu,CSE,B2,B11,B5,51,305,180,HSP,ARP,NAS,53,49,81,51,86,39,58,47,92,67,47,60,57,51,59,65,64,55,69,94.32,90.16,88.89,94.59,100,100,85.25,93.33,83.33,92,90.32,57,58,58,72,75,67,55,62,39
581,M,Hindu,CSE,B13,B3,B1,369,71,32,VVK,SVC,TAT,67,65,73,75,80,84,86,71,59,66,72,77,99,92,97,81,96,84,97,75.58,74.19,85.57,85.37,85.71,100,82.26,80.88,78.33,86.27,86.15,74,71,87,83,69,95,100,89,47
582,M,Hindu,CSE,B5,B1,B1,122,30,11,ANR,HPP,MSS,64,86,88,79,92,83,81,81,83,95,82,82,91,83,89,81,87,88,87,94.19,95.08,100,97.14,93.33,100,83.82,88.71,81.97,84.91,79.03,85,83,91,94,81,88,96,90,65
583,F,Hindu,CSE,B1,B3,B2,5,81,58,PAT,CVM,PDO,78,74,79,63,58,70,80,64,77,93,83,69,93,78,91,75,84,68,88,97.75,96.43,96.26,100,100,100,90.32,91.18,93.33,92.16,93.85,87,80,98,82,78,92,86,73,45
584,M,Hindu,CSE,B5,B9,B6,139,241,191,HDS,JAZ,MSS,67,52,82,51,90,50,72,76,88,79,44,45,81,51,76,43,78,63,79,100,98.36,98.06,97.14,100,100,89.06,95.08,100,91.38,92.86,56,60,72,73,72,67,90,79,48
585,M,Hindu,CSE,B6,B6,B5,151,173,171,PVS,RRT,MSS,59,74,94,51,67,62,76,82,65,79,49,56,74,66,72,61,80,44,77,91.01,95.38,89.8,91.89,100,100,93.33,93.85,96.55,93.85,80.3,74,84,86,68,67,65,49,81,59
586,M,Hindu,CSE,B5,B5,B5,136,129,159,JJS,ADB,DPS,72,55,78,66,92,66,75,75,89,93,50,36,94,69,92,56,95,64,91,77.91,85.25,82.52,85.71,93.33,100,85.71,71.64,74.6,72,77.78,46,65,87,90,84,78,90,92,41
587,M,Hindu,CSE,B12,B10,B7,350,291,216,VVK,CVM,DPS,48,61,70,36,72,52,71,74,57,70,52,37,50,52,53,45,40,54,60,90.8,88.41,97.7,86.84,75,100,80.65,88.33,85,89.29,88.06,40,41,87,71,72,69,71,80,64
588,F,Hindu,CSE,B3,B1,B1,75,22,30,PVS,MDT,MSS,78,90,72,60,85,90,72,87,76,81,80,76,88,86,91,74,84,70,92,100,100,100,100,100,100,100,100,100,100,100,92,90,80,95,68,85,96,93,73
589,M,Hindu,CSE,B13,B12,B7,378,349,221,PVS,DBP,VHA,42,36,39,37,54,54,78,65,94,70,36,57,25,52,23,41,49,43,14,97.67,83.87,89.69,92.68,100,100,85.07,79.03,88.52,73.47,77.27,38,41,80,77,53,47,56,77,40
590,M,Hindu,CSE,B3,B7,B3,63,184,102,HDS,DBP,VBY,58,58,74,49,69,78,76,78,80,76,72,64,79,75,87,81,79,56,91,85.88,88.71,90.72,80.49,93.33,100,95.52,91.94,96.88,98.21,98.25,62,62,80,80,79,68,80,92,75
591,M,Hindu,CSE,B3,B8,B4,76,230,114,PAT,ARP,HRJ,66,58,71,49,75,51,79,68,80,79,72,64,86,68,82,66,80,58,79,81.18,88.71,81.44,80.49,60,100,87.5,66.67,83.08,96.08,84.13,79,70,92,78,62,77,77,73,50
592,M,Hindu,CSE,B4,B4,B3,101,94,98,HDS,DBP,PSP,56,85,89,54,81,78,85,90,93,89,66,60,59,76,60,70,91,58,53,85.19,80.6,86.73,79.49,73.33,100,85.48,88.33,73.13,72.22,73.02,60,77,89,79,76,67,77,82,49
593,M,Hindu,CSE,B1,B1,B1,25,13,7,HDS,MMP,VBY,81,87,70,70,92,86,77,83,84,91,83,79,81,91,83,92,88,78,76,100,100,98.13,100,100,100,94.12,93.55,96.72,100,100,92,91,81,96,72,81,82,83,85
594,M,Hindu,CSE,B4,B2,B2,91,55,62,DAS,PBS,DPS,87,80,92,61,84,70,85,73,93,87,82,72,93,48,94,87,76,71,96,92.59,85.07,91.84,92.31,80,100,85.25,88.89,84.13,86.79,77.27,86,84,93,90,87,93,90,61,54
595,M,Hindu,CSE,B3,B3,B2,71,78,42,VHP,DPB,PDO,63,85,82,58,73,80,71,79,74,76,73,79,96,85,93,88,96,72,95,90.59,87.1,91.75,82.93,86.67,100,83.87,82.35,91.67,94.12,87.69,73,78,79,94,82,84,85,89,49
596,M,Hindu,CSE,B3,B4,B3,82,108,90,HDS,DPB,HRJ,73,75,77,50,73,69,68,75,78,79,71,61,61,76,67,74,94,61,67,90.59,93.55,92.78,87.8,80,100,91.94,78.33,79.1,81.48,82.54,84,82,81,82,60,79,84,81,63
597,M,Hindu,CSE,B7,B6,B3,188,167,93,PVS,VVV,DDP,64,71,98,44,83,70,55,58,88,69,66,63,80,73,83,72,83,69,86,85.87,80.33,85.42,75.68,71.43,100,85,87.69,87.93,87.69,81.82,74,79,90,83,72,75,90,78,66
598,F,Hindu,CSE,B1,B4,B2,6,101,43,HDS,SVC,VHA,62,77,75,58,83,73,75,83,85,84,84,78,81,82,81,81,95,63,78,100,96.43,94.39,100,100,100,91.94,95,88.06,83.33,92.06,85,91,71,90,73,84,80,91,68
599,M,Hindu,CSE,B1,B2,B1,4,41,31,DJU,SVC,PDO,78,77,77,77,87,73,74,79,91,87,76,74,88,81,90,79,68,82,85,100,98.21,98.13,100,100,100,98.36,93.65,98.41,98.11,93.94,81,91,77,95,86,90,98,92,77
600,M,Hindu,CSE,B8,B10,B6,230,293,211,JJS,RRT,TAT,40,44,60,50,76,63,57,76,80,61,36,47,58,54,55,60,35,58,47,92.13,96.61,97.17,93.94,84.62,100,87.1,93.33,86.67,85.71,82.09,48,41,64,70,66,60,38,75,58
601,M,Hindu,CSE,B3,B6,B2,62,177,73,PAT,MCD,HRJ,63,75,83,45,72,63,77,71,72,78,89,72,84,66,86,79,80,62,91,95.29,100,98.97,92.68,73.33,100,95,100,98.28,100,93.94,72,84,91,78,89,73,93,82,56
602,F,Hindu,CSE,B2,B6,B3,49,157,87,DRS,MDT,VHA,70,67,82,40,84,74,91,78,92,82,69,59,76,74,70,72,74,68,80,97.73,98.36,100,97.3,93.33,100,88.33,98.46,98.28,98.46,86.36,74,80,87,81,53,67,72,85,76
603,M,Hindu,CSE,B3,B2,B2,67,58,52,IJT,MMP,VHA,74,84,79,65,83,73,72,79,74,81,75,68,91,79,84,88,75,77,93,90.59,93.55,92.78,87.8,93.33,100,96.72,100,98.41,98.11,98.48,66,71,89,96,89,78,92,88,45
604,F,Hindu,CSE,B2,B5,B3,34,121,104,DAS,JAZ,PSP,68,70,90,50,88,73,76,84,83,81,69,62,83,67,83,75,96,55,80,92.05,90.16,89.9,91.89,86.67,100,98.41,97.01,95.24,92,92.06,72,75,82,70,64,74,83,79,61
605,M,Hindu,CSE,B7,B9,B6,191,250,194,JPM,PBS,VHA,52,62,81,44,67,58,57,77,75,78,49,51,58,46,59,57,44,58,63,100,98.36,97.92,97.3,100,100,87.5,96.72,100,94.83,97.14,68,61,64,86,74,59,71,78,67
606,M,Muslim,CSE,B5,B7,B3,147,191,109,VHP,SVC,NAS,60,60,78,67,86,53,73,75,76,70,66,53,82,72,75,73,70,76,82,97.67,96.72,95.15,94.29,93.33,100,92.54,88.71,96.88,92.86,94.74,59,72,80,79,69,84,80,49,48
607,M,Hindu,CSE,B3,B2,B2,74,54,57,PJJ,ADB,VBY,80,82,69,60,77,77,70,80,76,78,76,74,87,71,88,80,72,67,85,98.82,100,98.97,100,100,100,96.72,95.24,88.89,96.23,89.39,78,76,93,84,60,79,91,92,47
608,M,Hindu,CSE,B2,B9,B3,46,266,97,ANR,SVC,DPS,60,47,84,43,81,59,65,63,92,72,70,67,65,72,68,76,69,66,62,89.77,93.44,93.94,91.89,100,100,78.13,81.97,88.24,84.48,87.14,72,80,81,76,68,77,81,73,58
609,M,Muslim,CSE,B6,B4,B2,159,112,66,NRM,MDT,MSS,65,75,92,49,94,75,79,72,85,95,79,70,77,78,80,74,95,66,74,69.66,75.38,75.51,67.57,81.82,100,56.45,71.67,62.69,66.67,73.02,70,70,89,93,78,85,83,78,48
610,M,Muslim,CSE,B3,B4,B3,70,106,81,HSP,JAZ,NAS,70,81,74,53,86,64,66,88,78,72,66,64,94,78,80,76,93,67,92,88.24,85.48,93.81,85.37,73.33,100,74.19,91.67,67.16,70.37,87.3,87,77,94,86,63,79,78,90,83
611,M,Muslim,CSE,B8,B7,B4,237,192,131,IJT,MCD,VHA,52,64,64,49,86,75,66,89,76,69,53,58,87,72,81,77,72,65,88,94.38,88.14,96.23,84.85,100,0,97.01,95.16,100,100,100,68,71,79,88,67,78,86,87,65
612,F,Hindu,CSE,B2,B8,B3,43,220,85,PAT,PBS,PSP,65,68,87,49,83,48,80,75,92,78,77,73,70,67,64,66,70,59,71,92.05,91.8,92.93,89.19,86.67,100,100,95.24,92.31,78.43,80.95,83,82,83,83,63,75,81,82,79
613,M,Hindu,CSE,B8,B6,B3,233,152,108,HDS,VVV,TAT,65,69,60,50,81,68,61,73,76,65,57,65,74,71,74,68,83,73,70,86.52,86.44,87.74,72.73,84.62,100,90,92.31,86.21,92.31,72.73,70,79,78,83,81,77,99,89,61
614,M,Hindu,CSE,B2,B6,B5,39,176,155,BPD,SVC,VHA,65,66,79,50,83,65,70,74,92,71,64,55,74,52,62,66,78,52,65,97.73,100,100,100,100,100,100,100,100,100,95.45,87,76,81,84,72,74,71,62,62
615,F,Hindu,CSE,B4,B7,B3,112,185,83,PJJ,ARP,TAT,61,69,80,51,76,62,91,64,88,82,83,62,86,60,81,80,75,70,86,83.95,79.1,84.69,84.62,93.33,100,80.6,72.58,90.63,85.71,77.19,85,70,84,80,66,76,78,79,58
616,M,Hindu,CSE,B5,B5,B4,149,132,119,PKS,MCD,DDP,72,66,77,54,93,65,81,88,87,70,47,67,87,75,76,70,94,52,72,94.19,93.44,99.03,94.29,93.33,100,92.06,95.52,92.06,94,96.83,78,71,82,74,78,83,76,90,58
617,M,Hindu,CSE,B2,B1,B1,44,27,17,HDS,MCD,HRJ,74,87,87,71,90,83,73,86,90,81,80,76,96,90,95,86,92,80,92,92.05,96.72,94.95,81.08,80,100,86.76,95.16,86.89,90.57,87.1,71,68,91,93,96,95,88,72,55
618,M,Hindu,CSE,B4,B2,B3,108,56,106,HSP,SVC,DDP,62,76,81,83,86,76,71,82,86,90,45,62,79,65,84,62,79,78,74,92.59,94.03,98.98,89.74,93.33,100,72.13,77.78,79.37,73.58,74.24,49,85,91,77,62,75,85,71,31
